,ListingKey,ListingCreationDate,Occupation,BorrowerRate,IncomeRange
37424,75F33557713875716019483,2012-09-04 13:05:29.473000000,Administrative Assistant,0.1364,"$50,000-74,999"
2475,27DC3499800845582383D0A,2010-11-19 09:17:21.910000000,Other,0.149,"$1-24,999"
93584,E6B83587103568939CFCA50,2013-08-16 12:27:06.863000000,Professional,0.0799,"$50,000-74,999"
91957,563B3597829834355B2999D,2013-12-12 15:27:33.357000000,Other,0.1139,"$1-24,999"
16533,5FB2359973855532254C142,2014-01-12 06:42:17.980000000,Other,0.1905,"$100,000+"
74339,40FF3596919292753A991AD,2013-12-04 08:40:23.293000000,Nurse (RN),0.215,"$50,000-74,999"
94586,6F2C35538266502899D838E,2012-08-07 07:30:53.830000000,Administrative Assistant,0.2449,"$25,000-49,999"
78003,392D3365584612290FCC5B1,2006-05-30 22:11:40.753000000,,0.12,Not displayed
112329,D9BA3391914385032573B73,2007-06-05 12:42:28.843000000,Other,0.19,"$100,000+"
21054,68BE3482037407070613354,2010-05-03 17:54:55.777000000,Analyst,0.071,"$75,000-99,999"
1124,3FDA3559017058859AF39AB,2012-10-03 09:51:50.027000000,Professional,0.3177,"$100,000+"
29577,5ACF3368255755731E57589,2006-09-07 16:26:36.410000000,Sales - Commission,0.168,Not displayed
93197,28CF35850613049765E8A19,2013-07-15 18:38:20.353000000,Other,0.2099,"$25,000-49,999"
102072,AF39339596496238095E571,2007-07-30 15:29:05.913000000,Professional,0.1201,"$75,000-99,999"
13412,3F203405484749698A6A881,2007-11-08 20:59:55.950000000,Military Enlisted,0.23,"$25,000-49,999"
7908,50D73583156616521E22907,2013-07-12 10:26:14.563000000,Other,0.2506,"$25,000-49,999"
48901,F9A43553744333689EC02BD,2012-07-22 09:18:37.607000000,Food Service,0.3177,"$25,000-49,999"
66662,70043597475822660ACE9D6,2013-12-24 11:18:01.083000000,Military Enlisted,0.2774,"$50,000-74,999"
65102,2FC53422411317123343F1E,2008-06-01 07:25:58.030000000,Doctor,0.087,"$100,000+"
70065,5FE23525540810535421334,2011-09-13 11:02:52.603000000,Other,0.1799,"$75,000-99,999"
102307,C8C135372142943063ACCD4,2012-01-30 09:52:14.380000000,Other,0.2049,Not employed
56619,6B613503718000033B4247C,2010-12-22 00:38:01.423000000,Food Service,0.2199,"$1-24,999"
66816,747533962794167244EDD8D,2007-07-30 03:10:05.697000000,Realtor,0.1049,"$1-24,999"
113560,CA6C3576484764204280E06,2013-04-18 21:43:49.227000000,Civil Service,0.2639,"$75,000-99,999"
65100,2FAF358722647669716C017,2013-08-19 15:17:40.440000000,Other,0.1519,"$25,000-49,999"
83823,E09B35975603704326672EC,2013-12-08 04:26:13.033000000,Professional,0.1274,"$50,000-74,999"
106075,CC2C34209242124764D2620,2008-05-17 13:42:59.940000000,Clerical,0.16,"$25,000-49,999"
13521,6DEB3590783274130FD11DD,2013-09-24 15:32:42.660000000,Teacher,0.1915,"$75,000-99,999"
38590,4E313599747885570C1F5A9,2014-01-20 12:09:08.743000000,Sales - Retail,0.285,"$25,000-49,999"
45436,DB6C3480010021795E703D0,2010-04-07 16:08:13.087000000,Professional,0.3085,"$100,000+"
58160,FD6C3365283725362D0568D,2006-05-12 12:04:20.920000000,,0.1625,Not displayed
2882,47D43599617140824BDBAC0,2014-01-23 17:48:37.910000000,Clerical,0.1139,"$50,000-74,999"
56604,C6523588355345612AF945D,2013-09-12 15:06:08.730000000,Engineer - Electrical,0.0869,"$50,000-74,999"
25683,2E513478291601200D83AF0,2010-03-07 13:25:32.787000000,Teacher,0.071,"$50,000-74,999"
7653,99A93530724957457644B1D,2011-11-19 11:53:24.497000000,Food Service,0.1664,"$25,000-49,999"
71544,7DDE35715423323426585FA,2013-02-08 14:06:15.150000000,Skilled Labor,0.1599,"$50,000-74,999"
56875,C4FE3412098316818E0F1F3,2008-02-08 11:27:18.617000000,Other,0.15,"$1-24,999"
51490,339A3583673693178B46559,2013-07-15 18:54:52.947000000,Nurse (RN),0.1599,"$100,000+"
65743,B7BE36021906358359CCE16,2014-02-11 13:21:08.977000000,Sales - Retail,0.093,"$50,000-74,999"
20105,8B083482447566599AD2B31,2010-04-17 06:42:04.740000000,Professional,0.3388,"$50,000-74,999"
15230,CDEB33646050588475265C4,2006-03-14 08:18:57.083000000,,0.119,Not displayed
87801,DCC33482833435812067589,2010-05-04 07:09:02.403000000,Professional,0.2625,"$50,000-74,999"
22603,9520352768352170071DC5B,2011-09-29 07:13:47.817000000,Computer Programmer,0.1129,"$100,000+"
100538,3DF83580150498032539BE6,2013-06-01 07:48:32.960000000,Professional,0.1899,"$25,000-49,999"
73934,F89B359221694070701A2E4,2013-10-29 10:51:50.347000000,Other,0.18,"$50,000-74,999"
103535,79FB33698091883754E1E08,2006-10-09 06:22:18.030000000,Administrative Assistant,0.2,Not displayed
46771,7EE83463434705463FD4996,2009-09-15 11:28:54.840000000,Retail Management,0.103,"$100,000+"
21619,183A3601979112002A1D6C6,2014-02-07 12:44:59.583000000,Teacher,0.1039,"$50,000-74,999"
28727,6E5B3520248346318E14790,2011-07-14 16:52:54.117000000,Other,0.3199,"$50,000-74,999"
45004,5BF03582923485673E0A08E,2013-06-28 19:34:55.393000000,Other,0.0974,"$100,000+"
49368,F36835223823088005F7A02,2011-08-13 17:59:18.023000000,Sales - Retail,0.2699,"$25,000-49,999"
14597,9A3335261993042786BDB6D,2011-09-03 16:52:43.627000000,Administrative Assistant,0.2669,"$50,000-74,999"
34428,B2683538014828669F76950,2012-01-20 17:37:36.827000000,Other,0.3177,"$100,000+"
103568,0D7D3595537459825E689D3,2013-11-26 06:54:19.627000000,Professional,0.1765,"$50,000-74,999"
74365,722A358996174287499905C,2013-09-22 18:58:37.547000000,Teacher,0.0766,"$25,000-49,999"
13638,F17A350438671324556BD1C,2011-01-16 20:02:47.260000000,Analyst,0.1449,"$75,000-99,999"
112829,C7E63427161404921822D86,2008-07-22 10:04:54.313000000,Professional,0.075,"$50,000-74,999"
20274,6D8F339236347204695EC59,2007-06-17 22:12:19.917000000,Other,0.24,"$100,000+"
41093,F9D03575722331021904E0B,2013-04-07 19:50:10.477000000,Computer Programmer,0.0999,"$75,000-99,999"
5807,11993573187247013521729,2013-03-11 20:31:15.937000000,Other,0.0801,"$50,000-74,999"
87146,818D356253086181739EE76,2012-11-09 07:09:35.153000000,Architect,0.1346,"$50,000-74,999"
45904,1AEE3511195297707781D2C,2011-04-02 23:27:59.010000000,Other,0.1399,"$25,000-49,999"
60769,0BEC3413401011362C79223,2008-02-23 05:28:32.670000000,Other,0.0619,"$25,000-49,999"
34359,B1A53410443531281C9419A,2008-01-07 14:28:55.297000000,Other,0.125,"$25,000-49,999"
90549,5EFA3559241949826919DDD,2012-09-21 07:15:07.227000000,Construction,0.0974,"$75,000-99,999"
93272,28A63499403534932B3EB3D,2010-11-10 07:02:33.880000000,Retail Management,0.3435,"$1-24,999"
18050,E86B3598721059724CDE997,2014-01-07 17:31:03.640000000,Scientist,0.099,"$25,000-49,999"
31407,3AB635609260437660E841E,2012-10-31 15:16:08.393000000,Skilled Labor,0.2624,"$50,000-74,999"
57370,50EE35417181216472AEA50,2012-03-04 12:52:06.803000000,Police Officer/Correction Officer,0.2468,"$25,000-49,999"
6428,4CA33582902895831F996F2,2013-07-06 12:19:29.050000000,Other,0.1474,"$75,000-99,999"
26812,5BD33496843644680666DD1,2010-10-12 08:37:35.637000000,Doctor,0.108,"$100,000+"
112124,D53E3590146755144C437AA,2013-09-19 12:44:10.020000000,Accountant/CPA,0.0659,"$50,000-74,999"
16917,D07336033185780795C91AB,2014-03-07 10:21:41.293000000,Sales - Retail,0.1199,"$50,000-74,999"
23662,2C48359184993459164927F,2013-10-23 07:20:24.013000000,Other,0.152,"$50,000-74,999"
62255,1E273530931765797279458,2011-11-16 20:39:45.777000000,Truck Driver,0.1619,"$25,000-49,999"
78807,CB88359063859810124D44D,2013-10-03 17:06:19.523000000,Accountant/CPA,0.1299,"$25,000-49,999"
85591,802F3392470204566B76AEC,2007-06-23 16:04:33.250000000,Professional,0.279,"$75,000-99,999"
78210,C76B3465691751530D87947,2009-10-08 17:34:21.087000000,Other,0.072,"$25,000-49,999"
1226,44943594008092803EB1450,2013-11-02 18:16:36.690000000,Tradesman - Mechanic,0.2925,"$50,000-74,999"
55571,AB0A3593438142269BA7088,2013-10-26 06:21:18.163000000,Tradesman - Mechanic,0.176,"$50,000-74,999"
41430,FA1535397451289122B2CAB,2012-02-17 17:57:58.557000000,Professional,0.2705,"$25,000-49,999"
55501,4F2F35545292084565D7B2D,2012-08-06 11:51:44.170000000,Nurse (LPN),0.1774,"$50,000-74,999"
60598,AE7735837615214549C611C,2013-07-14 13:48:03.607000000,Medical Technician,0.1474,"$50,000-74,999"
14858,073935958259553687B5270,2013-12-09 17:04:30.340000000,Professional,0.208,"$50,000-74,999"
9324,C70C3417233292194A6FCE0,2008-03-22 08:00:10.157000000,Executive,0.1354,"$75,000-99,999"
6309,08FE338198462482243623C,2007-02-09 03:45:59.403000000,Food Service,0.15,Not displayed
67303,B6F93604594388274E2E1B9,2014-02-28 11:27:30.990000000,Civil Service,0.1159,"$50,000-74,999"
106506,895D359130581532886FD5E,2013-09-30 10:48:12.203000000,Other,0.2849,"$50,000-74,999"
89848,E34E3420070564078CA386E,2008-05-10 18:25:19.520000000,Computer Programmer,0.2494,"$50,000-74,999"
65098,2FA835955649733074F1272,2013-11-17 14:43:24.103000000,Retail Management,0.0766,"$50,000-74,999"
22685,2BE53600390738409DE6D55,2014-01-22 10:06:38.693000000,Other,0.1314,"$50,000-74,999"
22877,442C3593871680781B0C0AF,2013-11-06 19:46:35.150000000,Attorney,0.0819,"$50,000-74,999"
85377,248635504938673204600F9,2012-06-23 13:54:32.907000000,Other,0.0749,"$25,000-49,999"
15034,EB463412201615980BAC968,2008-01-24 08:43:06.007000000,Administrative Assistant,0.1675,"$50,000-74,999"
63054,2E0F3591339915503514E3D,2013-09-29 17:26:08.947000000,,0.176,"$25,000-49,999"
25884,07543562462692288A6724C,2012-11-18 12:16:18.950000000,Professional,0.1299,"$75,000-99,999"
100845,374E35302651663938F04B1,2011-10-21 21:41:00.043000000,Other,0.2574,"$50,000-74,999"
50946,42683384173993689EC5506,2007-03-19 13:09:33.283000000,Other,0.1495,"$25,000-49,999"
50191,630B3544826667953921995,2012-04-23 10:14:54.503000000,Retail Management,0.2958,"$25,000-49,999"
88133,87EE35921635083297DEB55,2013-10-07 14:18:44.593000000,,0.3075,"$50,000-74,999"
108466,E48735573756241404012A4,2012-09-20 08:36:42.013000000,Accountant/CPA,0.3057,"$25,000-49,999"
109823,26F73601428402803CE2F23,2014-01-30 16:17:11.063000000,Professional,0.1139,"$75,000-99,999"
60600,AE7E3494494449290F8E460,2010-09-07 01:21:40.133000000,Other,0.2894,"$75,000-99,999"
76714,16E135786643364087CC7EB,2013-05-19 17:02:57.083000000,Food Service,0.1899,"$1-24,999"
112993,D56F3432149723140CA7D6E,2008-09-20 05:25:27.357000000,Nurse (RN),0.27,"$50,000-74,999"
83898,392B358111492645774EB84,2013-06-13 12:26:58.477000000,Professional,0.2672,"$50,000-74,999"
65518,E97C35862199500931E5C96,2013-08-09 17:05:28.927000000,Other,0.2916,"$100,000+"
33489,2F6D3532780220090482D64,2011-12-02 10:10:54.993000000,Other,0.2561,"$75,000-99,999"
106653,135E359133824960028140F,2013-10-10 16:32:30.240000000,Other,0.0949,"$75,000-99,999"
96698,AE8C3406064971367A31E8E,2007-11-12 16:14:03.107000000,Analyst,0.165,"$25,000-49,999"
24022,2B073370246804621304AB4,2006-10-11 14:01:03.053000000,Other,0.084,Not displayed
28527,33CE35484906384774A1C77,2012-05-30 16:31:18.857000000,Analyst,0.2287,"$25,000-49,999"
26591,BE063423054703315B7BB58,2008-05-27 15:10:17.747000000,Other,0.0799,"$75,000-99,999"
89638,86763589729713506963030,2013-09-09 08:53:27.600000000,Professional,0.2379,"$100,000+"
51068,910A3536754921464C48F24,2012-01-22 19:33:00.200000000,Other,0.3058,"$25,000-49,999"
91440,42C63514557130271CD8A90,2011-05-02 15:48:22.197000000,Skilled Labor,0.1499,"$50,000-74,999"
113274,DC3B3565709384034EBE72A,2012-12-24 10:59:41.463000000,Other,0.2019,"$25,000-49,999"
91982,EA6D3556865564887DEDC62,2012-08-31 22:47:36.837000000,Other,0.1679,"$25,000-49,999"
57694,0A1B353962586749863ADFB,2012-02-07 14:25:26.153000000,Construction,0.3177,"$75,000-99,999"
2131,4C3835785179076943109CD,2013-05-20 12:24:50.667000000,Computer Programmer,0.0849,"$100,000+"
30343,47CB3398033482735B4A0DE,2007-08-16 21:20:12.380000000,Car Dealer,0.275,"$25,000-49,999"
69885,C0093593802736614A62F45,2013-11-17 08:16:20.520000000,Other,0.2015,"$100,000+"
33665,AFD93580674597282F698D2,2013-06-16 13:59:26.280000000,Professor,0.2272,"$100,000+"
18265,C4E734144116774146564A8,2008-02-22 16:53:04.380000000,Postal Service,0.35,"$50,000-74,999"
29026,6C4E3593271028369C25435,2013-11-08 05:54:08.840000000,Executive,0.0949,"$100,000+"
39652,7E893572522870930DED6F6,2013-02-27 09:37:19.443000000,Teacher,0.1034,"$75,000-99,999"
22109,70F13582584367097DEAB25,2013-07-08 04:53:40.703000000,Computer Programmer,0.1819,"$100,000+"
110789,7EEC34842431526730080D6,2010-05-14 16:44:36.313000000,Clerical,0.27,"$25,000-49,999"
40129,12FA357897118282234413D,2013-05-08 05:00:39.623000000,Engineer - Electrical,0.1419,"$75,000-99,999"
110987,2B943561375831190E84942,2012-10-14 20:32:55.360000000,Other,0.1564,"$1-24,999"
35656,885E35545435414444DDE2B,2012-08-10 12:54:53.940000000,Nurse (RN),0.1089,"$50,000-74,999"
30175,70133595713981855499860,2013-12-05 13:47:53.177000000,Professional,0.1239,"$75,000-99,999"
105276,86E134278795427040FBEE5,2008-07-29 13:25:05.437000000,Realtor,0.111,"$25,000-49,999"
40475,DDAF3597613177542A7D101,2013-12-09 09:07:10.513000000,Nurse (RN),0.093,"$50,000-74,999"
86995,B4ED3587837582998DC783F,2013-08-29 16:39:15.713000000,Computer Programmer,0.1519,"$100,000+"
69833,DC6F356886201997861AC7E,2013-01-13 11:10:51.983000000,Investor,0.1203,"$25,000-49,999"
30379,181336002157313799204F7,2014-01-26 13:34:18.093000000,Skilled Labor,0.1685,"$25,000-49,999"
58809,77783539620320673AF7A73,2012-02-06 15:27:14.810000000,Other,0.3177,"$25,000-49,999"
65058,7BA83507593421043C9574A,2011-02-19 12:37:28.103000000,Other,0.2599,"$25,000-49,999"
100953,274336016294943440D6C91,2014-02-11 08:17:32.150000000,Other,0.1435,"$50,000-74,999"
4960,07263559667348600CF829B,2012-10-01 11:25:11.603000000,Food Service Management,0.3258,"$25,000-49,999"
14678,5D0E3365867049125503AA8,2006-07-11 16:26:08.547000000,Other,0.2875,Not displayed
94740,F750341075123267155BF39,2008-01-17 10:23:23.910000000,Other,0.115,"$50,000-74,999"
86254,9D7E35227052845213AC632,2011-08-09 09:16:27.263000000,Other,0.2399,"$50,000-74,999"
52313,6E8E3565267936704AC6FDA,2012-12-17 15:48:00.343000000,Other,0.1599,"$100,000+"
44022,E2143557333836803126CA8,2012-09-03 02:44:33.153000000,Analyst,0.1364,"$25,000-49,999"
570,326E35385034126547DDE5E,2012-02-04 05:19:25.133000000,Food Service Management,0.3177,"$50,000-74,999"
52935,B6113554148975947BEA2C4,2012-07-26 19:48:40.663000000,Other,0.2524,"$25,000-49,999"
34059,D82033645430324164B8DBC,2006-06-30 09:55:05.630000000,,0.165,Not displayed
60130,55E23602569299760E87290,2014-02-23 10:15:41.163000000,Attorney,0.098,"$100,000+"
43352,D24734140751457073011D7,2008-03-07 04:31:17.457000000,Clerical,0.1045,"$25,000-49,999"
18660,DC7835611269325008F8FCD,2012-10-31 14:12:50.503000000,Attorney,0.1203,"$25,000-49,999"
71290,F9063374260031792383339,2006-11-30 14:55:40.080000000,Other,0.27,Not displayed
58847,1A25354782832582413D71E,2012-05-12 07:56:07.410000000,Other,0.222,"$25,000-49,999"
40271,135035688462223504D0501,2013-01-21 12:17:13.490000000,Professional,0.1734,"$100,000+"
32250,5C1935984124639685AC442,2013-12-17 12:43:13.730000000,Sales - Commission,0.1535,"$50,000-74,999"
58383,193035963535570673AC152,2013-12-16 17:36:14.767000000,Clerical,0.099,"$25,000-49,999"
41849,940C3594359128292C8ADFC,2013-11-09 04:59:43.350000000,Professional,0.105,"$100,000+"
34180,4B5F34179658411542B1FF3,2008-04-06 12:05:55.493000000,Skilled Labor,0.0675,"$50,000-74,999"
57298,09173539870909526EDA358,2012-02-12 09:28:28.837000000,Other,0.0911,"$75,000-99,999"
106277,8A6E35762477567450D22CE,2013-04-10 10:03:18.607000000,Other,0.1679,"$1-24,999"
28836,67C23384849885276A1735A,2007-03-26 05:30:47.327000000,Professional,0.14,"$75,000-99,999"
85746,EC933418600960266EA312D,2008-04-08 05:08:36.840000000,Administrative Assistant,0.155,"$25,000-49,999"
8950,0B383368741748786D57281,2006-09-18 09:49:43.230000000,Social Worker,0.135,Not displayed
102838,81B33603601228125FBDDCB,2014-03-02 07:58:23.197000000,Executive,0.0874,"$50,000-74,999"
51220,F6E93584327019645AFF30B,2013-07-31 00:00:34.160000000,Analyst,0.1639,"$50,000-74,999"
78821,F5B235901200180170B376D,2013-09-14 15:34:37.993000000,Construction,0.1695,"$50,000-74,999"
11140,5D163593319442519325C16,2013-10-29 16:40:40.753000000,Other,0.0949,"$50,000-74,999"
9893,4BAD3366006661618AD4C79,2006-07-31 13:31:57.523000000,Sales - Commission,0.15,Not displayed
108948,A05636013304321289FC87E,2014-02-12 17:43:27.273000000,Professional,0.1355,"$50,000-74,999"
96916,21EC352996572543922B417,2011-10-30 07:05:06.757000000,Construction,0.1664,"$25,000-49,999"
53901,7FE33573077973034E98417,2013-03-07 19:10:51.607000000,Pharmacist,0.0949,"$100,000+"
11937,F32B3592464296511AD9AE9,2013-10-23 16:21:29.530000000,Skilled Labor,0.2155,"$25,000-49,999"
83183,6D5E35851583591582F2662,2013-08-02 15:09:11.320000000,Professional,0.1089,"$100,000+"
31697,C33234876327018355618F9,2010-06-15 06:38:00.433000000,Other,0.2,"$50,000-74,999"
36346,03F53370489030943245FDC,2006-10-06 11:56:46.610000000,Analyst,0.15,Not displayed
113441,F634351617752756903D8D6,2011-05-21 21:20:57.803000000,Food Service,0.1029,"$1-24,999"
6301,087F35073402780157437C8,2011-02-01 14:12:04.253000000,Professional,0.1449,"$25,000-49,999"
46535,4DE336010800847907CD494,2014-01-29 10:11:25.660000000,Tradesman - Mechanic,0.0879,"$50,000-74,999"
110577,69463526905346382D66361,2011-09-22 12:12:26.013000000,Administrative Assistant,0.1899,"$25,000-49,999"
22923,95EC3561804132372B18BCB,2012-10-19 15:32:32.877000000,Accountant/CPA,0.0974,"$100,000+"
60284,E09F35970985489309CA2D1,2013-12-06 09:46:37.740000000,Professional,0.1314,"$100,000+"
103791,E7C5359467515323146FA9B,2013-11-06 20:45:23.323000000,Sales - Retail,0.2925,"$25,000-49,999"
47370,339D3431936404590220FD3,2008-09-07 19:13:10.757000000,Military Enlisted,0.27,"$25,000-49,999"
10360,499A3373549754934C8A0C3,2006-11-06 01:05:24.450000000,Other,0.25,Not displayed
102333,2A9834794437511439248D2,2010-03-25 11:09:17.170000000,Computer Programmer,0.1385,"$50,000-74,999"
24524,685D3512973270961891478,2011-04-25 11:04:11.347000000,Professional,0.3199,"$50,000-74,999"
53800,70003590070631495281A4C,2013-09-18 13:57:51.407000000,Other,0.144,"$75,000-99,999"
29946,C4E33602259881796DD8A64,2014-02-13 06:28:15.763000000,,0.2394,"$1-24,999"
54100,B7F736009942404159CB3DE,2014-01-17 06:01:48.220000000,Engineer - Electrical,0.2394,"$75,000-99,999"
56088,F8263601091477349F9F51B,2014-02-05 13:53:43.293000000,Other,0.1189,"$75,000-99,999"
103048,8218348130674008582DD56,2010-04-20 18:09:18.857000000,Other,0.2725,"$25,000-49,999"
86563,B9F03496740935045067F0F,2010-09-28 05:03:23.343000000,Other,0.26,Not employed
70377,7824357087165476445B89C,2013-02-24 14:30:04.900000000,Executive,0.1359,"$100,000+"
21398,9D5835976692953973EC4F8,2013-12-31 09:08:32.780000000,Professional,0.099,"$50,000-74,999"
61313,1BF6350672925864930A65E,2011-02-14 05:50:49.307000000,Other,0.1799,"$25,000-49,999"
8436,6F1A3539166784711E9B914,2012-02-16 16:21:01.933000000,Other,0.287,"$25,000-49,999"
100019,759A35897427078105ED651,2013-09-17 06:17:17.603000000,Other,0.2699,"$75,000-99,999"
102635,4170336745905091141E246,2006-09-13 16:14:29.273000000,Construction,0.123,Not displayed
9371,9B9B3392532728739B534CD,2007-06-25 20:23:10.380000000,Other,0.2319,"$25,000-49,999"
83254,63C235900463637356D927E,2013-09-23 13:07:08.227000000,Other,0.2549,"$25,000-49,999"
28930,331D3468415846091D77117,2009-11-12 09:10:04.417000000,Professional,0.3244,"$100,000+"
10410,CBFB35959027835309B91E5,2013-12-05 08:11:43.780000000,Analyst,0.2394,"$50,000-74,999"
19783,B07B3537776181316ED3252,2012-02-02 08:24:36.580000000,Military Officer,0.0999,"$75,000-99,999"
37065,7BE73410567680826B44E2A,2008-01-06 06:32:31.997000000,Professional,0.1884,"$50,000-74,999"
32252,5C3235934694848795F134D,2013-10-27 15:24:27.977000000,Truck Driver,0.155,"$50,000-74,999"
59870,C35334202712964647866B5,2008-05-07 11:25:30.087000000,Other,0.09,"$75,000-99,999"
53761,ED653553197724920B282CE,2012-07-25 10:41:51.033000000,Construction,0.265,"$75,000-99,999"
59848,1BE73590925331530A31E7B,2013-09-25 15:45:00.473000000,Professional,0.2155,"$100,000+"
25246,B9323519850858218698E92,2011-07-13 10:55:26.890000000,Computer Programmer,0.149,"$50,000-74,999"
48734,E2E73530912640789457811,2011-11-05 18:15:35.503000000,Other,0.3149,"$50,000-74,999"
25974,2C57355564106138671CA0B,2012-08-14 07:41:33.710000000,Other,0.3258,"$100,000+"
54321,FE7635898535876798E1A1B,2013-09-16 15:05:32.457000000,Accountant/CPA,0.1695,"$100,000+"
26890,C2E9339650776003799EF53,2007-08-15 09:55:55.690000000,Teacher,0.141,"$50,000-74,999"
11808,0EDF3560940205476755244,2012-10-25 18:14:08.800000000,Executive,0.3177,"$25,000-49,999"
16791,37E13580957494801916031,2013-06-05 06:42:31.250000000,Executive,0.1579,"$100,000+"
14833,B74D35947327427509DC9E9,2013-11-20 06:18:58.233000000,Retail Management,0.2225,"$25,000-49,999"
110923,E8A0355184272587748D069,2012-06-25 16:36:39.003000000,Truck Driver,0.2343,"$50,000-74,999"
59752,F46D3591184244927D9B9B1,2013-09-24 14:40:05.357000000,Other,0.1299,"$75,000-99,999"
63181,E25C360117172796660F528,2014-01-17 12:31:10.773000000,Tradesman - Mechanic,0.1535,"$25,000-49,999"
90836,5D743423881747947531397,2008-06-14 08:28:17.537000000,Laborer,0.215,"$25,000-49,999"
83603,6C61350544142948737DDDD,2011-01-19 11:37:17.730000000,Other,0.2199,"$50,000-74,999"
42996,3D423605011699576E79262,2014-03-07 00:28:15.903000000,Waiter/Waitress,0.1855,"$25,000-49,999"
889,32253600030098277BEA589,2014-01-08 17:29:39.970000000,Postal Service,0.0769,"$75,000-99,999"
7160,2E7C35827567065141ED338,2013-07-12 15:59:56.473000000,Executive,0.1474,"$50,000-74,999"
106058,DAB435338195454113B12AA,2011-12-07 18:00:16.217000000,Truck Driver,0.2561,"$50,000-74,999"
108113,CC6F3546098258009091A26,2012-05-04 14:38:05.293000000,Other,0.2958,"$25,000-49,999"
20133,A19F359427525132784A130,2013-11-04 18:55:00.307000000,Medical Technician,0.1249,"$75,000-99,999"
89437,24E73375043122131B29809,2006-12-10 14:19:28.813000000,Skilled Labor,0.139,Not displayed
110116,28493523503599291E2F6FE,2011-08-19 14:10:35.063000000,Executive,0.2699,"$100,000+"
9909,A0E03600580145778738628,2014-01-14 10:42:04.787000000,Sales - Retail,0.14,"$25,000-49,999"
27618,B4BB35530208473664E91CC,2012-07-20 11:16:39.297000000,Professional,0.0749,"$50,000-74,999"
113039,E82934170606908928BAA8C,2008-03-27 13:00:38.727000000,Teacher's Aide,0.2879,"$25,000-49,999"
88515,5D3E3595715484476F12A7C,2013-11-18 12:12:04.803000000,Civil Service,0.2925,"$75,000-99,999"
30603,17233598716993586616A43,2014-01-06 18:26:52.657000000,Clerical,0.3059,"$25,000-49,999"
77158,C557336641280107957CF1D,2006-06-17 07:10:01.020000000,,0.088,Not displayed
98043,2C8D359485234225057B809,2013-11-07 18:44:13.927000000,Sales - Commission,0.2999,"$50,000-74,999"
55862,BCA53426857511828AE513F,2008-07-21 21:19:54.657000000,Administrative Assistant,0.2489,"$50,000-74,999"
39347,45EA36029542808320880F0,2014-02-27 19:32:39.993000000,Food Service Management,0.092,"$50,000-74,999"
33486,2F61345883881475815DD7D,2009-07-24 04:47:02.740000000,Professional,0.1,"$25,000-49,999"
60653,2516342832613813940CCFD,2008-07-29 10:48:15.720000000,Other,0.127,"$25,000-49,999"
40103,E5C63384426068989279661,2007-03-20 21:32:19.097000000,Sales - Commission,0.2222,"$25,000-49,999"
89180,976E33825788322175BDE12,2007-03-04 17:59:05.553000000,Professional,0.1995,"$25,000-49,999"
89057,6D69360373381333571B59F,2014-03-06 10:40:52.073000000,Clergy,0.145,"$75,000-99,999"
108602,F2783581468412370962E4F,2013-06-18 14:22:34.567000000,Bus Driver,0.1249,"$50,000-74,999"
98277,66283573323618975DBBFD1,2013-03-20 09:20:58.503000000,Other,0.2272,"$25,000-49,999"
77772,9D89338217083412934E39D,2007-02-15 09:11:09.100000000,Professional,0.1307,"$25,000-49,999"
12146,0D803602803859775D51F81,2014-02-21 07:16:00.980000000,Other,0.15,"$50,000-74,999"
22392,E7EC359290240517309DFFF,2013-11-01 15:13:56.053000000,Nurse (RN),0.0605,"$75,000-99,999"
89206,BB163501788727055B9311A,2010-12-12 16:54:25.943000000,Other,0.149,"$25,000-49,999"
40809,31773587864439793C88893,2013-09-02 11:58:30.943000000,Administrative Assistant,0.3134,"$1-24,999"
13194,DB8C3419579787924DC740D,2008-05-02 04:54:40.253000000,Truck Driver,0.22,"$50,000-74,999"
26742,9A183575906755923C45E82,2013-04-06 19:55:56.320000000,Sales - Retail,0.1089,"$1-24,999"
57273,71BC342518502772040FCE0,2008-06-21 19:48:07.953000000,Computer Programmer,0.0564,"$50,000-74,999"
44787,9AE035292315538530EF62D,2011-10-28 18:29:27,Sales - Retail,0.111,"$25,000-49,999"
41813,31BC3556271795428AEA163,2012-09-04 19:25:15.240000000,Civil Service,0.3258,"$25,000-49,999"
101866,DBC83591913175826B6DB2B,2013-10-15 17:15:26.630000000,Other,0.0819,"$50,000-74,999"
48330,62703588837403144605C7E,2013-09-18 11:31:10.167000000,Other,0.195,"$75,000-99,999"
92233,FB1C35486195165785329CB,2012-06-12 15:15:00.260000000,Accountant/CPA,0.1085,"$50,000-74,999"
3605,2A95358533000809627CC85,2013-08-01 05:33:26.520000000,Clerical,0.1979,"$50,000-74,999"
63321,E5C23560902759730C4BD36,2012-10-26 20:16:32.553000000,Executive,0.1564,"$75,000-99,999"
96,1002355507716089687F6D9,2012-08-07 14:29:51.537000000,Clerical,0.2124,"$25,000-49,999"
69785,890034990006883337C14E7,2010-11-06 21:24:10.763000000,Accountant/CPA,0.149,"$25,000-49,999"
13367,18AD3417029552789E0A84E,2008-04-01 16:56:50.757000000,Professional,0.155,"$50,000-74,999"
29664,343335101816331470AA7C5,2011-03-14 03:21:34.277000000,Professional,0.3199,"$75,000-99,999"
